Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Weather_Impact,Traffic_Multiplier,is_morning_rush,is_evening_rush,is_peak_hours,is_weekend,high_impact_trip,condition_score,distance_x_conditions
28.93,2.0,3.31,2.0,0.46,29.14,74.5744,1.0,1.1,1,0,1,0,0,1.1,31.823000000000004
5.76,2.0,2.93,0.93,0.18,61.57,19.3694,1.3,1.25,0,0,0,0,1,1.625,9.36
31.14,2.0,4.29,0.92,0.35,7.26,35.4798,1.0,1.0,0,0,0,1,0,1.0,31.14
37.3,3.0,4.21,1.86,0.35,97.47,107.7025,1.3,1.0,1,0,1,0,1,1.3,48.489999999999995
35.15,1.0,2.76,1.22,0.21,96.08,91.8308,1.15,1.1,0,0,0,0,0,1.265,44.464749999999995
116.196063616616,4.0,2.2,0.85,0.25,19.63,206.69956969976877,1.0,1.1,0,0,0,1,0,1.1,127.81566997827761
139.06223019422194,2.0,2.8,1.82,0.14,50.83,276.84059674137075,1.15,1.0,0,0,0,0,0,1.15,159.92156472335523
25.83,3.0,4.74,0.99,0.39,24.57,29.5584,1.0,1.0,1,0,1,0,0,1.0,25.83
40.66,2.0,3.9,0.67,0.3,34.29,41.4292,1.0,1.1,0,0,0,0,0,1.1,44.726
40.7,2.0,4.16,1.81,0.38,35.27,91.2296,1.0,1.0,0,1,1,0,0,1.0,40.7
43.49,1.0,2.77,1.45,0.2,68.97,79.6245,1.0,1.0,0,1,1,0,0,1.0,43.49
45.75,3.0,4.16,0.75,0.23,52.31,50.5038,1.15,1.1,1,0,1,0,0,1.265,57.873749999999994
40.12,1.0,3.88,1.61,0.24,116.97,96.546,1.0,1.25,1,0,1,1,1,1.25,50.15
32.85,4.0,2.44,1.18,0.42,31.52,54.4414,1.0,1.1,0,0,0,0,0,1.1,36.135000000000005
35.4,3.0,4.47,1.98,0.46,93.88,117.7468,1.0,1.0,1,0,1,0,0,1.0,35.4
39.99,2.0,2.71,0.58,0.31,43.98,39.538,1.0,1.25,0,0,0,0,1,1.25,49.987500000000004
44.61,1.0,3.96,1.03,0.28,21.45,55.9143,1.0,1.0,0,0,0,0,0,1.0,44.61
17.56,1.0,3.22,1.22,0.11,103.66,36.0458,1.0,1.0,0,1,1,0,0,1.0,17.56
25.83,1.0,3.79,1.25,0.45,40.52,46.274,1.0,1.0,0,0,0,0,0,1.0,25.83
5.61,1.0,2.32,0.97,0.11,61.86,16.6464,1.0,1.25,0,0,0,0,1,1.25,7.0125
29.34,2.0,2.05,1.59,0.48,70.14,82.3678,1.0,1.25,0,0,0,0,1,1.25,36.675
23.81,1.0,2.81,1.91,0.24,62.02,63.1719,1.15,1.1,1,0,1,1,0,1.265,30.119649999999996
15.04,1.0,5.0,1.78,0.11,15.09,33.4311,1.0,1.0,1,0,1,0,0,1.0,15.04
29.95,4.0,2.63,1.33,0.33,81.84,69.47070000000001,1.0,1.25,1,0,1,0,1,1.25,37.4375
2.49,1.0,2.8,1.74,0.32,108.02,41.699,1.0,1.0,0,0,0,0,0,1.0,2.49
2.83,1.0,3.99,0.96,0.19,11.65,8.920300000000001,1.3,1.0,1,0,1,0,1,1.3,3.6790000000000003
41.31,1.0,4.9,1.1,0.29,21.18,56.05960000000001,1.0,1.1,0,0,0,0,0,1.1,45.44100000000001
18.65,1.0,4.75,0.98,0.36,87.41,54.49459999999999,1.0,1.1,0,0,0,0,0,1.1,20.515
7.23,1.0,3.51,1.2,0.39,55.29,33.7491,1.0,1.0,0,1,1,0,0,1.0,7.23
26.59,2.0,4.39,0.93,0.1,51.41,34.2597,1.0,1.1,1,0,1,0,0,1.1,29.249000000000002
38.73,1.0,2.41,1.94,0.47,20.75,87.29869999999998,1.0,1.1,1,0,1,0,0,1.1,42.603
11.58,3.0,4.93,0.97,0.17,63.28,26.9202,1.15,1.0,1,0,1,0,0,1.15,13.316999999999998
31.52,1.0,4.89,0.65,0.19,19.55,29.0925,1.0,1.0,0,0,0,0,0,1.0,31.52
5.18,2.0,2.49,1.29,0.21,59.81,21.7323,1.0,1.1,0,1,1,0,0,1.1,5.698
3.53,1.0,2.9,0.59,0.12,92.82,16.1211,1.0,1.0,1,0,1,1,0,1.0,3.53
27.04,2.0,2.3,0.67,0.15,61.86,25.6218,1.0,1.25,0,0,0,0,1,1.25,33.8
32.23,3.0,4.45,1.2,0.23,119.08,70.5144,1.0,1.25,0,0,0,0,1,1.25,40.287499999999994
36.58,4.0,3.13,1.15,0.15,83.96,57.791,1.15,1.0,0,1,1,1,0,1.15,42.06699999999999
48.82,2.0,2.27,1.7,0.14,101.76,99.5104,1.0,1.25,0,1,1,0,1,1.25,61.025
26.3,2.0,3.03,1.61,0.39,52.71,65.9299,1.0,1.1,0,1,1,0,0,1.1,28.930000000000003
16.82,4.0,4.94,1.14,0.44,93.3,65.1668,1.3,1.0,0,1,1,0,1,1.3,21.866
39.96,4.0,3.89,1.0,0.2,9.66,45.782,1.0,1.0,0,0,0,0,0,1.0,39.96
14.27,2.0,3.25,0.97,0.11,19.13,19.1962,1.15,1.0,0,1,1,0,0,1.15,16.4105
22.51,4.0,2.5,1.66,0.19,28.35,45.2531,1.0,1.0,1,0,1,0,0,1.0,22.51
4.84,3.0,4.96,0.58,0.12,51.22,13.9136,1.15,1.1,0,1,1,0,0,1.265,6.122599999999999
2.24,1.0,4.46,0.52,0.14,102.26,19.9412,1.0,1.0,0,0,0,0,0,1.0,2.24
48.17,3.0,3.52,1.69,0.27,44.82,96.3487,1.0,1.1,0,1,1,1,0,1.1,52.98700000000001
41.96,4.0,2.21,1.22,0.19,80.28,68.65440000000001,1.15,1.0,0,0,0,1,0,1.15,48.254
35.1,2.0,2.17,0.7,0.31,86.57,53.5767,1.15,1.0,0,0,0,0,0,1.15,40.365
21.04,2.0,2.36,0.85,0.2,72.41,34.726,1.15,1.0,0,0,0,0,0,1.15,24.195999999999998
9.49,3.0,3.74,1.9,0.48,46.08,43.8894,1.15,1.25,0,1,1,0,1,1.4375,13.641875
8.67,2.0,4.79,1.79,0.46,71.36,53.1349,1.15,1.25,1,0,1,0,1,1.4375,12.463125
13.26,4.0,3.49,1.56,0.33,44.36,38.814400000000006,1.0,1.1,1,0,1,0,0,1.1,14.586
27.91,3.0,4.53,1.22,0.24,61.86,42.0962,1.0,1.0,1,0,1,1,0,1.0,27.91
36.02,2.0,3.34,1.28,0.29,119.17,79.2381,1.0,1.0,1,0,1,1,0,1.0,36.02
33.35,1.0,4.13,1.96,0.26,19.63,74.59979999999999,1.0,1.25,0,1,1,0,1,1.25,41.6875
14.72,1.0,4.2,1.95,0.39,13.32,38.0988,1.0,1.0,1,0,1,0,0,1.0,14.72
47.79,4.0,2.52,0.82,0.28,106.03,71.3962,1.0,1.0,0,0,0,1,0,1.0,47.79
37.16,2.0,3.08,1.72,0.44,39.71,84.4676,1.0,1.0,0,0,0,1,0,1.0,37.16
28.16,1.0,3.91,0.8,0.48,79.78,64.7324,1.0,1.0,1,0,1,1,0,1.0,28.16
25.83,3.0,2.21,0.82,0.23,42.84,37.4586,1.0,1.1,0,1,1,0,0,1.1,28.413
13.14,3.0,3.6,1.11,0.14,35.14,23.105000000000004,1.0,1.0,0,0,0,0,0,1.0,13.14
18.44,2.0,4.99,1.9,0.18,44.45,48.027,1.15,1.0,0,0,0,0,0,1.15,21.206
38.13,4.0,3.42,0.63,0.27,52.23,41.544,1.15,1.25,0,0,0,0,1,1.4375,54.811875
1.71,4.0,4.45,1.27,0.18,87.85,22.4347,1.0,1.25,1,0,1,0,1,1.25,2.1375
6.69,4.0,3.3,1.88,0.45,61.86,44.6007,1.0,1.0,0,0,0,0,0,1.0,6.69
3.25,3.0,4.39,1.86,0.16,61.86,28.5966,1.0,1.1,0,0,0,0,0,1.1,3.575
3.0,1.0,3.79,0.73,0.28,9.82,8.729600000000001,1.0,1.0,0,0,0,0,0,1.0,3.0
42.92,3.0,4.66,1.05,0.34,62.85,71.095,1.0,1.25,1,0,1,0,1,1.25,53.650000000000006
35.48,3.0,3.23,1.43,0.38,72.19,81.39859999999999,1.0,1.0,0,0,0,0,0,1.0,35.48
116.66768073006573,2.0,3.81,0.74,0.25,110.82,248.29520891209057,1.0,1.25,1,0,1,0,1,1.25,145.83460091258215
5.79,2.0,3.89,1.95,0.45,10.65,19.973,1.0,1.1,1,0,1,0,0,1.1,6.369000000000001
25.09,2.0,3.25,1.87,0.33,70.95,73.5818,1.3,1.1,1,0,1,1,1,1.4300000000000002,35.8787
24.2,1.0,2.43,0.75,0.28,103.17,49.4676,1.3,1.0,0,0,0,0,1,1.3,31.46
9.49,1.0,2.28,0.68,0.13,32.82,12.9998,1.0,1.1,0,1,1,0,0,1.1,10.439000000000002
22.26,2.0,3.52,0.63,0.29,105.77,46.7471,1.0,1.1,0,1,1,0,0,1.1,24.486000000000004
25.83,1.0,4.62,1.86,0.43,7.19,45.89750000000001,1.0,1.0,0,1,1,0,0,1.0,25.83
31.18,1.0,2.71,0.79,0.35,89.23,58.5727,1.0,1.1,0,0,0,0,0,1.1,34.298
32.12,4.0,2.63,1.12,0.43,112.31,86.89770000000001,1.15,1.25,0,0,0,0,1,1.4375,46.1725
3.22,1.0,4.21,1.17,0.3,80.58,32.151399999999995,1.0,1.1,0,0,0,0,0,1.1,3.5420000000000007
19.36,1.0,2.96,1.4,0.15,55.49,38.3875,1.15,1.1,0,0,0,0,0,1.265,24.490399999999998
31.67,1.0,3.52,1.22,0.11,10.16,23.9563,1.0,1.0,1,0,1,0,0,1.0,31.67
25.65,2.0,2.49,0.84,0.22,110.81,48.4142,1.3,1.1,0,1,1,0,1,1.4300000000000002,36.679500000000004
42.97,4.0,4.88,1.9,0.38,59.08,108.9734,1.0,1.0,0,0,0,1,0,1.0,42.97
33.28,1.0,4.55,1.86,0.42,8.33,69.9494,1.15,1.1,0,0,0,0,0,1.265,42.099199999999996
8.98,2.0,4.59,1.67,0.22,84.33,38.1392,1.0,1.25,0,1,1,0,1,1.25,11.225000000000001
4.46,3.0,3.22,0.53,0.3,60.41,23.7068,1.0,1.1,0,0,0,1,0,1.1,4.906000000000001
32.48,3.0,4.29,0.99,0.27,19.3,41.65619999999999,1.0,1.0,0,1,1,0,0,1.0,32.48
2.3,1.0,2.43,1.44,0.26,29.64,13.4484,1.0,1.0,0,0,0,1,0,1.0,2.3
25.83,3.0,2.03,0.91,0.19,12.42,31.4168,1.15,1.1,0,0,0,0,0,1.265,32.674949999999995
47.07,4.0,2.06,1.86,0.15,71.04,100.2662,1.15,1.1,1,0,1,0,0,1.265,59.543549999999996
29.2,3.0,3.76,1.45,0.18,76.53,59.87539999999999,1.15,1.25,0,0,0,0,1,1.4375,41.975
20.02,3.0,3.37,0.61,0.12,63.16,23.1614,1.0,1.25,0,0,0,0,1,1.25,25.025
32.52,4.0,3.55,1.86,0.18,98.97,81.85180000000001,1.15,1.1,1,0,1,0,0,1.265,41.1378
23.45,1.0,2.02,1.94,0.1,104.02,57.915,1.0,1.0,0,0,0,0,0,1.0,23.45
27.74,1.0,3.52,0.62,0.35,75.8,46.9988,1.0,1.0,0,0,0,0,0,1.0,27.74
47.13,4.0,4.15,1.3,0.23,6.47,66.90710000000001,1.0,1.0,0,1,1,0,0,1.0,47.13
19.92,4.0,3.33,0.96,0.49,84.95,64.0787,1.0,1.0,1,0,1,0,0,1.0,19.92
25.83,4.0,4.2,1.09,0.18,61.86,66.1816,1.0,1.1,0,1,1,0,0,1.1,28.413
45.36,3.0,2.7,0.77,0.24,70.04,54.436800000000005,1.0,1.1,0,0,0,0,0,1.1,49.896
10.59,4.0,4.44,1.22,0.24,79.64,38.0619,1.0,1.1,1,0,1,0,0,1.1,11.649000000000001
4.4,2.0,3.77,1.94,0.1,45.28,16.834,1.15,1.0,1,0,1,1,0,1.15,5.06
5.94,3.0,2.63,1.25,0.44,110.47,58.6618,1.0,1.0,0,0,0,0,0,1.0,5.94
1.89,1.0,2.71,0.62,0.11,20.41,6.1269,1.0,1.0,1,0,1,1,0,1.0,1.89
5.63,1.0,3.88,1.43,0.29,82.22,51.39649999999999,1.0,1.0,0,1,1,0,0,1.0,5.63
34.47,1.0,4.49,1.01,0.46,5.5,41.834700000000005,1.0,1.25,0,0,0,0,1,1.25,43.0875
4.49,3.0,3.25,1.78,0.31,111.33,45.75449999999999,1.0,1.0,1,0,1,0,0,1.0,4.49
16.63,2.0,2.77,1.15,0.32,17.94,27.6353,1.0,1.1,0,1,1,0,0,1.1,18.293
42.4,4.0,4.6,0.79,0.36,15.91,43.823600000000006,1.0,1.0,0,0,0,0,0,1.0,42.4
2.14,4.0,4.01,0.79,0.25,43.3,16.525599999999997,1.0,1.25,0,0,0,1,1,1.25,2.6750000000000003
40.91,1.0,3.34,1.65,0.36,47.96,88.1071,1.0,1.1,0,0,0,0,0,1.1,45.001
14.81,1.0,3.46,0.9,0.12,29.64,20.3458,1.15,1.0,0,0,0,1,0,1.15,17.031499999999998
6.79,3.0,2.61,1.65,0.12,72.29,22.4883,1.0,1.1,1,0,1,1,0,1.1,7.469
35.14,2.0,3.88,0.81,0.28,55.94,48.006600000000006,1.0,1.1,0,0,0,1,0,1.1,38.654
31.82,4.0,3.08,0.98,0.32,8.93,37.1212,1.15,1.25,0,0,0,1,1,1.4375,45.74125
44.0,3.0,4.99,1.2,0.46,41.76,76.9996,1.0,1.0,1,0,1,0,0,1.0,44.0
37.02,4.0,3.44,1.91,0.14,61.86,87.89620000000001,1.0,1.25,0,0,0,0,1,1.25,46.275000000000006
40.37,1.0,3.46,1.9,0.43,84.32,116.42059999999998,1.15,1.25,0,0,0,0,1,1.4375,58.031875
14.82,4.0,3.7,0.81,0.18,88.36,31.609,1.0,1.25,0,1,1,0,1,1.25,18.525
9.69,2.0,4.75,1.04,0.26,85.28,37.0004,1.0,1.1,1,0,1,0,0,1.1,10.659
37.78,2.0,4.4,0.72,0.23,40.76,40.9764,1.0,1.1,0,0,0,1,0,1.1,41.55800000000001
40.53,1.0,3.35,1.26,0.26,16.46,58.6974,1.0,1.1,0,0,0,0,0,1.1,44.583000000000006
49.53,2.0,4.16,1.19,0.16,36.33,68.9135,1.0,1.1,1,0,1,0,0,1.1,54.483000000000004
21.22,2.0,3.76,1.85,0.3,100.66,73.21499999999999,1.0,1.1,1,0,1,0,0,1.1,23.342000000000002
19.23,3.0,3.48,1.9,0.42,117.75,89.472,1.0,1.1,1,0,1,0,0,1.1,21.153000000000002
39.04,4.0,3.52,1.08,0.28,61.79,62.0444,1.0,1.1,0,0,0,0,0,1.1,42.944
17.7,1.0,3.39,1.24,0.3,6.12,27.174,1.0,1.1,0,0,0,1,0,1.1,19.470000000000002
46.61,1.0,2.74,1.84,0.44,21.11,97.7908,1.0,1.25,0,1,1,0,1,1.25,58.2625
43.06,1.0,4.74,1.71,0.38,42.04,94.3478,1.0,1.0,0,0,0,0,0,1.0,43.06
37.79,1.0,4.86,0.98,0.2,13.64,44.6222,1.0,1.1,0,0,0,0,0,1.1,41.569
37.97,2.0,3.6,1.13,0.45,113.49,97.57659999999998,1.15,1.25,0,1,1,0,1,1.4375,54.581875
6.05,3.0,3.89,0.84,0.33,46.98,24.4754,1.0,1.1,1,0,1,0,0,1.1,6.655
25.83,1.0,3.63,0.8,0.19,109.95,60.7045,1.0,1.0,1,0,1,0,0,1.0,25.83
25.76,3.0,2.39,0.56,0.21,94.76,36.7152,1.0,1.25,1,0,1,0,1,1.25,32.2
41.5,3.0,3.13,1.47,0.42,91.88,102.72459999999998,1.0,1.0,0,1,1,0,0,1.0,41.5
25.83,2.0,2.3,0.89,0.12,74.77,26.1176,1.15,1.25,0,0,0,0,1,1.4375,37.130624999999995
44.88,1.0,3.87,0.58,0.5,77.08,68.4404,1.0,1.1,0,0,0,0,0,1.1,49.36800000000001
20.07,2.0,3.34,0.85,0.15,78.37,32.155,1.3,1.1,0,1,1,0,1,1.4300000000000002,28.700100000000003
45.36,1.0,2.66,1.78,0.26,68.68,101.2576,1.15,1.1,0,0,0,1,0,1.265,57.380399999999995
5.47,3.0,2.49,1.22,0.29,118.44,44.69539999999999,1.0,1.0,0,0,0,0,0,1.0,5.47
104.37179088913676,1.0,3.22,1.12,0.45,89.21,206.50865196831717,1.15,1.0,0,0,0,0,0,1.15,120.02755952250726
47.55,4.0,4.78,1.97,0.27,94.35,123.928,1.0,1.0,1,0,1,0,0,1.0,47.55
47.58,3.0,4.13,0.8,0.31,105.33,74.8463,1.0,1.0,1,0,1,0,0,1.0,47.58
29.1,4.0,3.26,0.82,0.12,29.8,30.698,1.0,1.25,1,0,1,0,1,1.25,36.375
31.96,3.0,3.55,0.94,0.29,14.64,35.0564,1.0,1.25,0,0,0,0,1,1.25,39.95
22.97,2.0,2.25,0.76,0.2,60.53,31.8132,1.15,1.0,0,0,0,1,0,1.15,26.415499999999998
15.37,1.0,4.95,1.07,0.37,64.12,45.1203,1.0,1.0,1,0,1,0,0,1.0,15.37
25.83,3.0,4.0,1.87,0.15,100.36,51.031000000000006,1.0,1.0,1,0,1,0,0,1.0,25.83
33.95,2.0,2.86,1.42,0.15,61.86,59.475,1.15,1.1,0,0,0,0,0,1.265,42.94675
37.87,1.0,3.76,1.22,0.26,70.65,64.5434,1.0,1.25,0,0,0,0,1,1.25,47.3375
39.79,1.0,2.33,1.9,0.36,61.86,101.5506,1.3,1.25,0,0,0,0,1,1.625,64.65875
39.69,3.0,4.9,0.57,0.38,61.86,31.0915,1.15,1.1,0,0,0,0,0,1.265,50.20784999999999
5.47,1.0,2.52,0.82,0.17,75.75,19.8829,1.0,1.1,1,0,1,1,0,1.1,6.017
25.23,3.0,3.94,1.35,0.13,100.22,51.0291,1.15,1.0,1,0,1,0,0,1.15,29.014499999999998
25.83,1.0,3.52,1.42,0.48,23.11,19.2572,1.0,1.25,0,0,0,0,1,1.25,32.287499999999994
27.93,4.0,4.15,0.56,0.2,73.35,34.4608,1.0,1.0,0,0,0,1,0,1.0,27.93
44.5,4.0,4.02,1.47,0.45,23.88,80.18099999999998,1.0,1.1,0,0,0,1,0,1.1,48.95
25.83,1.0,3.84,1.55,0.41,19.2,39.9065,1.15,1.1,0,0,0,0,0,1.265,32.674949999999995
6.74,4.0,4.68,1.46,0.17,117.71,34.5311,1.15,1.0,0,1,1,1,0,1.15,7.7509999999999994
8.01,3.0,3.52,0.98,0.43,50.28,31.7102,1.0,1.25,0,0,0,0,1,1.25,10.0125
38.31,1.0,2.99,0.64,0.41,31.15,40.2799,1.0,1.0,0,0,0,1,0,1.0,38.31
31.29,1.0,2.74,1.14,0.34,24.7,46.8086,1.3,1.1,0,0,0,1,1,1.4300000000000002,44.7447
5.96,1.0,4.96,0.69,0.23,81.77,27.8795,1.0,1.0,0,0,0,0,0,1.0,5.96
5.12,4.0,3.17,1.92,0.21,75.09,28.7693,1.0,1.0,1,0,1,1,0,1.0,5.12
35.35,1.0,4.2,1.21,0.15,79.01,58.825,1.0,1.1,1,0,1,0,0,1.1,38.885000000000005
4.57,2.0,4.05,0.98,0.3,15.12,13.0646,1.15,1.1,0,0,0,0,0,1.265,5.78105
41.27,1.0,2.64,1.65,0.33,107.76,106.2963,1.0,1.0,0,1,1,0,0,1.0,41.27
25.83,2.0,2.72,1.25,0.24,49.77,59.1773,1.15,1.0,1,0,1,0,0,1.15,29.704499999999996
25.83,4.0,2.84,0.97,0.29,41.04,19.5819,1.0,1.1,0,0,0,0,0,1.1,28.413
5.16,2.0,3.23,1.72,0.25,58.17,26.6477,1.0,1.1,0,0,0,0,0,1.1,5.676000000000001
49.35,2.0,2.7,1.8,0.36,49.86,109.4796,1.0,1.0,1,0,1,0,0,1.0,49.35
19.34,2.0,2.06,1.51,0.46,104.31,79.24600000000001,1.0,1.0,0,0,0,1,0,1.0,19.34
19.16,2.0,4.64,0.57,0.29,111.87,34.5791,1.0,1.0,0,0,0,1,0,1.0,19.16
40.83,1.0,4.9,1.35,0.29,39.9,69.99549999999999,1.15,1.0,0,1,1,0,0,1.15,46.954499999999996
47.42,2.0,3.02,1.64,0.16,104.35,97.4848,1.15,1.0,1,0,1,0,0,1.15,54.533
25.83,1.0,3.02,0.7,0.35,94.88,70.745,1.0,1.1,0,0,0,0,0,1.1,28.413
37.92,2.0,2.02,0.84,0.39,112.04,77.56840000000001,1.15,1.1,0,1,1,0,0,1.265,47.9688
19.44,1.0,4.04,1.82,0.47,33.26,55.053,1.0,1.0,0,0,0,0,0,1.0,19.44
39.08,1.0,2.44,1.63,0.29,36.57,83.694,1.0,1.0,0,0,0,0,0,1.0,39.08
28.36,3.0,2.48,1.21,0.13,99.77,49.7657,1.0,1.25,0,0,0,1,1,1.25,35.45
21.79,2.0,4.37,1.17,0.34,5.61,31.7717,1.0,1.25,0,1,1,0,1,1.25,27.237499999999997
45.41,2.0,3.85,0.51,0.12,69.95,35.4031,1.0,1.0,0,0,0,0,0,1.0,45.41
6.45,2.0,2.13,1.73,0.46,44.01,33.5331,1.0,1.0,1,0,1,0,0,1.0,6.45
25.14,3.0,3.87,1.04,0.31,42.11,43.069700000000005,1.15,1.25,0,0,0,0,1,1.4375,36.13875
1.56,4.0,2.93,1.31,0.37,79.16,34.2628,1.0,1.25,0,0,0,0,1,1.25,1.9500000000000002
23.96,3.0,3.11,1.52,0.43,102.92,83.7848,1.0,1.0,0,0,0,0,0,1.0,23.96
3.76,4.0,4.31,1.55,0.16,75.06,22.1476,1.0,1.0,1,0,1,0,0,1.0,3.76
6.82,2.0,4.43,1.93,0.12,103.11,29.965799999999994,1.0,1.0,0,0,0,0,0,1.0,6.82
6.76,1.0,3.2,1.3,0.45,35.43,27.9315,1.0,1.1,0,0,0,1,0,1.1,7.436
32.81,1.0,4.84,1.22,0.23,64.74,55.82120000000001,1.0,1.0,0,0,0,1,0,1.0,32.81
37.56,4.0,3.22,1.93,0.15,56.81,84.23230000000001,1.0,1.0,1,0,1,0,0,1.0,37.56
29.59,3.0,4.32,1.46,0.29,6.34,49.36,1.15,1.1,0,0,0,0,0,1.265,37.431349999999995
48.15,2.0,3.45,0.95,0.34,69.03,72.6627,1.0,1.0,0,0,0,0,0,1.0,48.15
19.37,3.0,4.69,0.69,0.11,81.08,26.9741,1.0,1.1,1,0,1,0,0,1.1,21.307000000000002
15.0,3.0,4.72,1.76,0.21,73.07,46.46469999999999,1.3,1.0,0,0,0,0,1,1.3,19.5
43.56,3.0,2.26,1.04,0.11,89.67,57.426100000000005,1.15,1.0,0,0,0,0,0,1.15,50.094
11.96,2.0,4.81,1.49,0.27,70.7,41.71940000000001,1.3,1.1,0,1,1,0,1,1.4300000000000002,17.102800000000002
48.2,3.0,4.48,1.21,0.46,12.68,68.63480000000001,1.0,1.0,0,0,0,0,0,1.0,48.2
25.83,3.0,4.37,0.8,0.49,18.39,14.6611,1.0,1.25,0,0,0,0,1,1.25,32.287499999999994
48.52,2.0,2.6,1.4,0.35,73.59,96.2845,1.0,1.1,0,1,1,1,0,1.1,53.37200000000001
3.11,3.0,4.42,0.59,0.16,36.62,12.1141,1.0,1.0,0,1,1,1,0,1.0,3.11
44.67,2.0,4.55,1.12,0.46,14.16,61.09400000000001,1.15,1.1,0,0,0,1,0,1.265,56.507549999999995
26.86,4.0,2.87,1.32,0.31,54.4,55.1892,1.0,1.0,0,0,0,0,0,1.0,26.86
49.66,4.0,4.86,1.15,0.16,68.75,72.969,1.0,1.25,0,0,0,1,1,1.25,62.074999999999996
25.83,1.0,2.15,1.62,0.47,42.81,29.7551,1.0,1.0,0,1,1,0,0,1.0,25.83
28.14,3.0,2.45,1.22,0.4,87.85,86.5536,1.0,1.1,0,1,1,1,0,1.1,30.954000000000004
48.5,1.0,3.61,1.66,0.39,79.03,114.9417,1.0,1.0,0,1,1,0,0,1.0,48.5
26.63,1.0,3.73,0.56,0.38,43.27,35.08540000000001,1.0,1.1,0,0,0,1,0,1.1,29.293000000000003
31.84,3.0,3.94,0.79,0.18,91.81,45.6194,1.3,1.25,0,1,1,0,1,1.625,51.74
23.27,2.0,4.88,1.9,0.38,78.31,78.85079999999999,1.0,1.0,0,0,0,1,0,1.0,23.27
31.75,1.0,2.13,1.75,0.19,68.64,70.7341,1.15,1.0,1,0,1,0,0,1.15,36.512499999999996
29.63,3.0,2.43,1.76,0.28,6.31,56.345600000000005,1.0,1.25,0,0,0,0,1,1.25,37.0375
45.16,3.0,2.04,1.22,0.41,85.1,79.833,1.0,1.25,0,0,0,1,1,1.25,56.449999999999996
3.23,2.0,3.7,1.14,0.41,48.24,27.1606,1.15,1.0,0,0,0,0,0,1.15,3.7144999999999997
14.77,4.0,4.8,1.21,0.28,113.4,54.42370000000001,1.0,1.1,0,0,0,1,0,1.1,16.247
47.57,1.0,4.0,0.74,0.42,99.07,80.81119999999999,1.15,1.0,0,0,0,0,0,1.15,54.705499999999994
44.62,2.0,4.47,0.55,0.44,72.58,60.9462,1.15,1.25,0,0,0,0,1,1.4375,64.14125
23.33,1.0,2.04,1.92,0.29,34.0,59.0736,1.3,1.0,1,0,1,0,1,1.3,30.328999999999997
31.39,1.0,3.63,0.86,0.19,28.43,36.0271,1.0,1.0,0,0,0,0,0,1.0,31.39
14.59,2.0,3.52,0.86,0.21,44.14,25.1968,1.0,1.1,1,0,1,1,0,1.1,16.049
10.22,2.0,3.5,0.63,0.23,59.81,23.694900000000004,1.0,1.0,1,0,1,0,0,1.0,10.22
23.72,3.0,2.22,1.89,0.15,39.05,52.9083,1.0,1.1,0,0,0,0,0,1.1,26.092000000000002
18.31,1.0,4.05,1.37,0.21,64.22,42.6209,1.15,1.1,0,0,0,0,0,1.265,23.162149999999997
29.6,2.0,3.51,1.5,0.18,24.02,52.2336,1.0,1.0,0,0,0,0,0,1.0,29.6
4.81,1.0,4.3,1.87,0.28,117.44,46.1779,1.0,1.0,0,0,0,1,0,1.0,4.81
48.75,2.0,3.46,1.02,0.46,17.41,61.1936,1.15,1.1,0,0,0,1,0,1.265,61.668749999999996
49.32,1.0,2.45,1.43,0.14,112.17,88.6814,1.0,1.0,0,1,1,0,0,1.0,49.32
35.21,4.0,3.94,0.56,0.39,110.06,66.581,1.0,1.1,0,0,0,1,0,1.1,38.731
27.27,3.0,2.52,0.78,0.37,65.42,47.996,1.0,1.25,0,0,0,1,1,1.25,34.0875
16.17,1.0,4.62,1.75,0.14,61.86,45.28790000000001,1.15,1.1,0,0,0,0,0,1.265,20.45505
40.88,4.0,3.52,1.65,0.47,55.15,97.2125,1.0,1.0,0,0,0,1,0,1.0,40.88
34.55,1.0,2.47,1.03,0.29,61.86,63.615,1.15,1.0,0,0,0,0,0,1.15,39.732499999999995
8.97,1.0,4.89,1.07,0.25,44.17,25.5304,1.0,1.0,0,0,0,0,0,1.0,8.97
45.64,4.0,3.56,1.3,0.4,39.63,78.744,1.15,1.0,0,0,0,1,0,1.15,52.486
41.3,1.0,2.22,1.22,0.2,71.5,37.17,1.15,1.1,0,0,0,0,0,1.265,52.244499999999995
47.54,1.0,3.88,0.86,0.38,61.86,68.4308,1.0,1.1,0,0,0,1,0,1.1,52.294000000000004
36.56,3.0,2.76,0.81,0.12,61.86,40.9716,1.0,1.0,0,1,1,1,0,1.0,36.56
31.06,4.0,4.41,0.88,0.44,37.97,48.4496,1.0,1.0,0,1,1,0,0,1.0,31.06
21.49,4.0,4.45,1.71,0.28,47.2,54.4139,1.15,1.0,0,1,1,1,0,1.15,24.713499999999996
46.7,2.0,4.94,1.22,0.35,14.65,53.0315,1.0,1.1,0,0,0,0,0,1.1,51.370000000000005
43.44,1.0,3.51,0.79,0.19,11.01,39.9195,1.0,1.0,1,0,1,0,0,1.0,43.44
3.22,3.0,3.36,1.22,0.37,34.15,20.0527,1.0,1.0,1,0,1,0,0,1.0,3.22
